"Nombre";"alcohol (etanol) (g)";"energía, total (kJ (kcal))";"grasa, total (lipidos totales) (g)";"proteina, total (g)";"agua (humedad) (g)";"fibra, dietetica total (g)";"carbohidratos (g)";"ácido graso 22:6 n-3 (ácido docosahexaenóico) (-)";"ácidos grasos, monoinsaturados totales (g)";"ácidos grasos, poliinsaturados totales (g)";"ácidos grasos saturados totales (g)";"ácido graso 12:0 (láurico) (-)";"ácido graso 14:0 (ácido mirístico) (g)";"ácido graso 16:0 (ácido palmítico) (g)";"ácido graso 18:0 (ácido esteárico) (g)";"ácido graso 18:1 n-9 cis (ácido oléico) (g)";"colesterol (mg)";"ácido graso 18:2 (g)";"ácido graso 18:3 (g)";"ácido graso 20:4 n-6  (ácido araquidónico) (-)";"ácido graso 20:5 (ácido eicosapentaenóico) (-)";"Vitamina A equivalentes de retinol de actividades de retinos y carotenoides (ug)";"Vitamina D (ug)";"Viamina E equivalentes de alfa tocoferol de actividades de vitámeros E (mg)";"folato, total (ug)";"equivalentes de niacina, totales (mg)";"riboflavina (mg)";"tiamina (mg)";"Vitamina B-12 (ug)";"Vitamina B-6, Total (mg)";"Vitamina C (ácido ascórbico) (mg)";"calcio (mg)";"hierro, total (mg)";"potasio (mg)";"magnesio (mg)";"sodio (mg)";"fósforo (mg)";"ioduro (ug)";"selenio, total (ug)";"zinc (cinc) (mg)"
"Congrio";"0";"427 (102)
							";"2.8";"19";"78.5";"0";"0";"-";"0.91";"0.37";"0.55";"-";"-";"-";"-";"-";"40";"-";"-";"-";"-";"500";"22";"4.1";"13";"5.5";"0.37";"0.17";"1";"0.28";"traza";"30";"0.7";"340";"30";"50";"202";"4";"30";"2"
"Coñac";"33.5";"972 (233)
							";"traza";"0";"66.5";"0";"traza";"-";"traza";"traza";"traza";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"2";"0";"0";"0";"0"
"Corazón de cordero, crudo";"0";"495 (119)
							";"5.7";"16.5";"77.6";"0";"0.21";"-";"1.6";"0.6";"2.3";"-";"-";"-";"-";"-";"135";"-";"-";"-";"-";"0";"0.2";"0.37";"2";"6.14";"0.86";"0.31";"8";"0.39";"5";"6";"4.6";"316";"17";"89";"175";"7";"32";"1.87"
"Corazón de pollo, crudo";"0";"621 (149)
							";"9.3";"15.6";"74.4";"0";"0.71";"-";"2.4";"2.7";"2.7";"-";"-";"-";"-";"-";"136";"-";"-";"-";"-";"9";"0.2";"1.2";"72";"4.88";"1.24";"0.43";"4.24";"0.36";"6";"22";"1.7";"262";"15";"111";"164";"7";"4.3";"3.1"
"Corazon de vaca, crudo";"0";"437 (105)
							";"4";"17";"79";"0";"0";"-";"1";"0.5";"1.6";"-";"-";"-";"-";"-";"140";"-";"-";"-";"-";"0";"1";"0.52";"3";"10.467";"1.02";"0.19";"13";"0.3";"6";"6";"4.8";"263";"23";"92";"210";"7";"22";"2"
"Corazón, de cerdo, crudo";"0";"479 (115)
							";"4.4";"17.3";"78.7";"0";"1.3";"-";"1";"1.1";"1.2";"-";"-";"-";"-";"-";"131";"-";"-";"-";"-";"10";"0.2";"0.63";"2";"6.6";"1.06";"0.46";"2.7";"0.29";"5.3";"5";"4.3";"257";"20";"80";"176";"0";"10.4";"2.2"
"Corazón, de vaca/buey, cocido";"0";"684 (164)
							";"5.6654";"27.9";"65";"0";"0";"-";"1.4";"0.77";"2.3";"-";"-";"-";"-";"-";"200";"-";"-";"-";"-";"0";"1.4";"0.7";"2";"3.1";"1.4";"0.2";"14";"0.15";"2";"6";"7.3";"232";"25";"100";"230";"7";"38.9";"3.5"
"Corazón, de vaca/buey, crudo";"0";"435 (104)
							";"3.9544";"17";"76.6";"0";"0";"-";"0.98";"0.54";"1.6";"-";"-";"-";"-";"-";"140";"-";"-";"-";"-";"0";"1";"0.52";"3";"7.3";"0.96";"0.44";"13";"0.3";"6";"6";"4.8";"263";"23";"92";"210";"7";"33.3";"2"
"Cordero lechal, costillar, crudo";"-";"800 (192)
							";"13.14";"18.46";"67.36";"-";"traza";"0.01";"5.29";"0.75";"5.47";"0.03";"0.39";"2.77";"1.81";"4.86";"75.13";"0.5";"0.05";"0.06";"0.01";"traza";"traza";"0.12";"4.19";"2.97";"0.09";"0.13";"1.82";"0.54";"0";"10.69";"0.86";"292.05";"19.71";"89.1";"191.92";"-";"6.63";"2.69"
"Cordero lechal, espalda, cruda";"-";"790 (190)
							";"12.4";"19.46";"67.06";"-";"traza";"0.01";"4.41";"0.62";"4.54";"0.02";"0.32";"2.29";"1.5";"4.04";"74.98";"0.42";"0.04";"0.05";"0.01";"traza";"traza";"0.15";"5.18";"2.92";"0.08";"0.14";"2.46";"0.5";"0";"8.09";"0.78";"289.22";"17.94";"81.37";"178.02";"-";"6.54";"3.16"
"Cordero lechal, pierna, cruda";"-";"782 (188)
							";"12.32";"19.19";"67.39";"-";"traza";"0.01";"4.03";"0.56";"4.14";"0.02";"0.29";"2.09";"1.36";"3.7";"76.53";"0.38";"0.04";"0.04";"0.01";"traza";"traza";"0.17";"4.67";"3.46";"0.08";"0.15";"2.62";"0.61";"0";"11.21";"0.98";"324.16";"21.39";"81.55";"212.66";"-";"8.07";"3.11"
"Cordero ligero, costillar, crudo";"-";"976 (234)
							";"18.46";"17.26";"63.36";"-";"traza";"0.02";"6.17";"0.88";"6.39";"0.03";"0.46";"3.22";"2.11";"5.66";"64.43";"0.59";"0.06";"0.07";"0.02";"traza";"traza";"0.25";"4.46";"4.34";"0.08";"0.13";"1.98";"0.63";"0";"13.35";"1.11";"265.4";"18.91";"75.73";"171.68";"-";"11.69";"3.35"
"Cordero ligero, espalda, cruda";"-";"838 (201)
							";"14.55";"17.61";"66.91";"-";"traza";"0.01";"5.17";"0.74";"5.34";"0.03";"0.38";"2.69";"1.77";"4.76";"65.74";"0.5";"0.05";"0.05";"0.01";"traza";"traza";"0.14";"4.61";"3.4";"0.07";"0.14";"2.06";"0.53";"0";"8.16";"1.12";"284.87";"18.93";"77.16";"175.14";"-";"12.46";"3.68"
"Cordero ligero, pierna, cruda";"-";"769 (184)
							";"12.05";"18.98";"67.98";"-";"traza";"0.01";"4.38";"0.62";"4.54";"0.02";"0.33";"2.29";"1.5";"4.02";"67.96";"0.41";"0.04";"0.05";"0.01";"traza";"traza";"0.16";"4.16";"3.32";"0.07";"0.14";"2.53";"0.54";"0";"7.27";"1.24";"301.49";"20.78";"67.5";"192.88";"-";"12.25";"3.08"
"Cordero, costilla, crudo";"0";"1009 (242)
							";"20.1";"15.6";"64.1";"0";"0";"-";"8.05";"1.18";"9.96";"-";"-";"-";"-";"-";"79";"-";"-";"-";"-";"0";"traza";"0.17";"3";"4.4";"0.18";"0.13";"1.3";"0.2";"0";"9";"2.6";"320";"16";"75";"170";"2";"27.3";"2.2"
"Cordero, parte sin especificar";"0";"1475 (354)
							";"32.7";"15.6";"51.7";"0";"0";"0.045";"11.33";"1.76";"15.17";"0.088";"0.568";"6.704";"3.684";"9.815";"78";"0.8154";"0.4137";"0.1933";"0.1359";"traza";"traza";"0.26";"3";"7.4";"0.16";"0.08";"1";"0.17";"0";"7";"1.2";"260";"18";"68";"194";"3";"1";"3.3"
"Cordero, pierna, con grasa, asada";"0";"928 (223)
							";"13.5887";"25";"60";"0";"0";"-";"5.7";"0.85";"6.4";"-";"-";"-";"-";"-";"84";"-";"-";"-";"-";"traza";"traza";"0.1";"3";"6";"0.26";"0.12";"2";"0.15";"0";"9";"2.2";"286";"22";"60";"180";"3";"4";"4.6"
"Corteza de trigo";"0";"2016 (484)
							";"25.8";"10.26";"1.6";"6.25";"52.19";"-";"10.782";"2.885";"10.73";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"3.37";"0";"1.74";"10.29";"3.8";"0.1";"0.1";"0.24";"0.12";"0";"61.2";"15.3";"349.5";"60.3";"1234.3";"199.7";"10";"17.1";"1.9"
"Crema catalana";"0";"433 (104)
							";"2.9";"3.7";"77.9";"traza";"15.48";"-";"0.76";"0.06";"1.89";"-";"-";"-";"-";"-";"10";"-";"-";"-";"-";"63";"0.83";"0.1";"5";"1";"0.18";"0.04";"0.5";"0.06";"1";"130";"0.1";"160";"13";"81";"110";"8.3";"2.7";"0.4"
"Crema de almendras";"0";"1582 (380)
							";"13.2";"4.6";"22";"0.5";"59.7";"-";"7.6";"2.1";"0.9";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"0";"0";"5.2";"8";"1.14";"0.1";"0.05";"0";"0.02";"0";"49";"0.8";"186";"63";"3";"168";"0";"4.2";"0.7"
"Crema de cacahuete";"0";"2509 (602)
							";"50.9414";"25.5";"1.2";"7";"11.2";"0";"25.8";"12.8";"10.1";"0";"0.02";"4.741";"2.181";"24.812";"0";"12.215";"0.027";"0.018";"0";"0";"0";"5";"67";"15";"0.1";"0.15";"0";"0.5";"0";"40";"2";"750";"180";"313";"366";"0.5";"4.1";"3"
"Crema de chocolate con avellanas";"0";"2265 (544)
							";"33";"5.4";"4.5";"1.1";"56.02";"0";"16.8256";"4.607";"10.1154";"0.133";"0.078";"2.382";"2.476";"8.323";"6";"10.072";"0.013";"0";"0.068";"17.65";"0.05";"12.3";"22.3";"0.86";"0.12";"0.11";"0.07";"0.06";"0.24";"74.1";"1.18";"288.1";"72.2";"93.8";"152";"3.4";"3.6";"1"
"Crema de chocolate y nata";"0";"360 (86)
							";"3.4";"3.9";"82.8";"0.5";"9.9";"-";"1";"0.1";"2.6";"-";"-";"-";"-";"-";"7";"-";"-";"-";"-";"18.6";"0.05";"0.1";"0.35";"0.8";"0.17";"0.03";"0.4";"0.04";"1";"125";"0.3";"140";"19.6";"61";"99";"14.1";"2.3";"0.5"
"Crema de chocolate, baja en calorías";"0";"313 (75)
							";"3.4";"3.6";"79.1";"0.4";"13.9";"-";"1.8";"0.9";"0.5";"-";"-";"-";"-";"-";"1.4";"-";"-";"-";"-";"19.8";"0.05";"0.5";"0.31";"1";"0.16";"0.04";"0.4";"0.05";"1.2";"111";"0.2";"158";"19.7";"58";"105";"17";"2.8";"0.6"
"Crema de coco";"0";"519 (125)
							";"3.5";"2.9";"73.4";"0.01";"19.1";"-";"0.96";"0.24";"2.1";"-";"-";"-";"-";"-";"11";"-";"-";"-";"-";"34";"0.1";"0.4";"0.31";"0.084";"0.14";"0.033";"0.4";"0.037";"0.8";"113";"0.15";"160";"14";"55";"104";"13.4";"2";"0.33"
"Crema de vainilla y mousse de chocolate";"0";"548 (131)
							";"6.5";"4";"70.6";"traza";"22.5";"-";"2.6";"0.13";"3.3";"-";"-";"-";"-";"-";"35";"-";"-";"-";"-";"23.2";"0.08";"0.58";"0.28";"1.1";"0.15";"0.04";"0.3";"0.04";"0";"116";"1.6";"160";"28";"58";"104";"0.45";"6.1";"0.6"
"Crema inglesa";"0";"515 (124)
							";"5.9259";"5.5";"1.7";"0";"11.9";"-";"2.1";"0.4";"3.1";"-";"-";"-";"-";"-";"100";"-";"-";"-";"-";"103.333";"0.25";"0.28";"10";"0.1";"0.21";"0.05";"0.6";"0.06";"traza";"130";"0.4";"170";"13";"78";"130";"23.7";"16.6";"0.064"
"Crema pastelera";"0";"661 (159)
							";"5.3651";"4.9";"66.1";"0.3";"22.3";"-";"2";"0.47";"2.6";"-";"-";"-";"-";"-";"120";"-";"-";"-";"-";"93.3333";"0.3";"0.3";"15";"0.2";"0.18";"0.06";"1";"0.05";"1";"108";"0.6";"148";"13";"72";"120";"23.7";"16.6";"0.064"
"Cremoso san millan";"0";"1090 (262)
							";"25";"6.7";"63";"0";"3";"-";"6.6";"0.7";"14.3";"-";"-";"-";"-";"-";"65";"-";"-";"-";"-";"203.8";"0.65";"0.24";"3.5";"0.12";"traza";"0.05";"0.22";"0.08";"traza";"95";"0.2";"98";"25";"457";"67";"29";"6";"2.1"
"Croissant";"0";"1699 (408)
							";"17.2";"7.5";"14.8";"2.2";"55";"-";"5.5";"0.75";"9.9";"0.086";"0.2";"7.82";"1.62";"7.64";"50";"2.09";"0.25";"-";"-";"225";"0.8";"1";"19";"0.95";"0.1";"0.14";"traza";"0.1";"0";"42";"1.2";"136";"16";"492";"95";"7.7";"5.2";"0.6"
"Croissant de chocolate";"0";"2002 (481)
							";"15.2";"5.6";"0";"3";"79.1";"-";"5.8";"1.3";"6.6";"0.107";"0.158";"5.488";"0.68";"3.894";"130";"1.482";"0.018";"-";"-";"0.13";"3";"3.5";"4";"0.9";"0.03";"0.11";"0";"0.07";"0";"82";"4";"170";"16";"110";"87";"7.7";"5.2";"2"
"Croquetas de pollo";"0";"642 (154)
							";"5.32";"5.78";"66";"2.45";"20.43";"-";"1.436";"2.225";"0.74";"0.039";"0.117";"0.738";"0.518";"1.016";"30.6";"1.098";"0.02";"-";"0.001";"5.55";"0.434";"0.09";"8.93";"5.2";"0.2";"0.12";"4.01";"0.06";"0";"22.4";"1.13";"173.4";"26.3";"719.2";"173.3";"15.2";"8.1";"0.29"
"Cuajada";"0";"363 (87)
							";"4.7";"4.5";"84.2";"0";"6.6";"-";"1.3";"0.2";"2.9";"-";"-";"-";"-";"-";"6.6";"-";"-";"-";"-";"42";"0.21";"0.23";"5";"1";"0.22";"0.05";"0.3";"0.12";"0";"178";"0.1";"218";"16";"64";"129";"9";"9";"0.5"
"Cubata";"11.4";"456 (109)
							";"0";"0";"82.65";"0";"7.35";"-";"0";"0";"0";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2.8";"0.03";"0.6";"1.6";"7.3";"8.5";"0";"0";"0"
"Cubito de caldo";"0";"1044 (251)
							";"18.7";"15.7";"4.6";"0.2";"5";"-";"7.61";"0.7";"9.09";"0.147";"0.225";"5.359";"2.031";"3.377";"10";"0.209";"0.014";"-";"-";"15";"0";"0";"32";"4.5";"0.24";"0.07";"0.54";"0.57";"0";"60";"1.2";"446";"55.4";"16982";"320";"";"27.6";"0.8"
"Curry";"0";"1830 (439)
							";"15";"15";"10";"0";"60";"-";"7.9";"3.9";"2.8";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"100";"0";"0";"0";"3.467";"0.281";"0.253";"0";"0";"11.41";"500";"29.5";"1550";"250";"50";"350";"1";"0.7";"0.3"
"Dátil";"0";"1200 (288)
							";"0.5";"2.5";"16.5";"7.1";"67";"-";"traza";"traza";"traza";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"5";"0";"2.2";"28";"1.7";"0.1";"0.06";"0";"0.2";"2";"62";"3";"677";"58";"3";"74";"1";"3";"0.3"
"Donut";"0";"1647 (395)
							";"22.4";"6.1";"26.5";"3";"42";"-";"10.41";"6.08";"5.81";"0.298";"0.521";"10.813";"1.612";"8.581";"37";"1.736";"0.025";"-";"-";"225";"0.8";"1.81";"19";"2.4";"0.2";"0.22";"1.73";"0.02";"0";"95.3";"4.3";"102";"21";"443";"81";"17";"9.6";"0.6"
"Donut, de chocolate";"0";"1892 (454)
							";"25.25";"4.93";"16.76";"1.9";"51.33";"0";"8.618";"1.96";"13.47";"3.71";"1.358";"3.675";"3.792";"8.352";"19";"1.794";"0.166";"0";"0";"4";"0";"2.02";"65";"1.59";"0.125";"0.163";"0.1";"0.024";"1.3";"97.5";"4";"103.4";"19.3";"440.6";"107.3";"6.3";"6.8";"3.3"
"Dorada, cruda";"0";"326 (78)
							";"7.22";"17";"82";"0";"0";"0.527";"2.13";"2.46";"1.49";"0.003";"0.251";"0.884";"0.304";"1.337";"67";"0.966";"0.124";"0.037";"0.312";"9";"14";"1.25";"6";"5";"0.08";"0.06";"2";"0.18";"traza";"30";"0.9";"300";"25";"73";"180";"7";"28";"0.5"
"Dorada, plancha";"0";"389 (93)
							";"2.7";"17";"80.3";"0";"0";"-";"0.8";"0.5";"0.5";"-";"-";"-";"-";"-";"42";"-";"-";"-";"-";"85";"0";"1.25";"0";"5";"0.08";"0.05";"2";"0.16";"0";"184";"0.9";"300";"25";"73";"180";"0";"0";"0.5"
"Empanada de carne";"0";"1247 (299)
							";"18.11";"21.91";"47.8";"0.13";"12.01";"0.032";"7.5";"4.16";"4.81";"0.056";"0.084";"3.025";"0.599";"2.38";"91";"3.02";"0.133";"0.004";"0.005";"35";"0.19";"0.49";"9";"11.48";"0.18";"0.09";"0.41";"0.35";"0";"37";"0.91";"347";"23";"598";"188";"6.72";"21.7";"0.95"
"Empanadilla";"0";"1032 (248)
							";"12.03";"4.76";"48.1";"5.37";"29.74";"0.032";"3.13";"2.73";"4.361";"0.056";"0.084";"3.025";"0.599";"2.38";"48";"3.02";"0.133";"0.004";"0.005";"27.78";"2.17";"1.95";"15.41";"8.1";"0.14";"0.17";"13.09";"0.13";"0";"30.1";"1.07";"204.3";"24.7";"713.2";"243.2";"20.1";"39.1";"0.39"
"Endibia";"0";"38 (9)
							";"0.2";"1.1";"93.8";"1.9";"0.7";"-";"0.02";"0.13";"0.04";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"17";"0";"1";"115";"0.31";"0.06";"0.06";"0";"0.1";"10";"39";"0.6";"205";"8";"4";"25";"5.9";"2.8";"0.3"
"Eneldo, seco";"0";"1219 (292)
							";"4.4";"19.9";"7.3";"37.6";"42.2";"-";"";"";"";"-";"-";"-";"-";"-";"";"-";"-";"-";"-";"5543";"0";"9.27";"0";"0.28";"0.28";"0.42";"0";"1.46";"0";"1780";"48.8";"3310";"450";"210";"540";"";"";"3.3"
"Ensaimada";"0";"1908 (458)
							";"31.3";"5.7";"21.7";"1.7";"38.4";"-";"13.15";"3.13";"13.35";"0.023";"0.148";"6.865";"1.009";"4.255";"60";"1.783";"0.026";"0.001";"-";"19";"0.14";"0.78";"18";"0.62";"0.08";"0.07";"0.2";"0.1";"0";"14";"0.8";"84";"15";"294";"79";"24.5";"10.9";"0.4"
"Ensalada";"0";"80 (19)
							";"0.28";"1.11";"94.34";"1.26";"2.99";"-";"0";"0.18";"0.06";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"46.87";"0";"0.56";"25.9";"1.13";"0.05";"0.07";"0";"0.1";"16";"20.55";"0.67";"216";"7.23";"7";"26.8";"2";"0.1";"0.19"
"Ensaladilla rusa";"0";"459 (110)
							";"6.68";"2.7";"78.59";"2.27";"9.76";"-";"3.64";"1.19";"1.07";"-";"-";"-";"-";"-";"35.09";"-";"-";"-";"-";"321.21";"0.14";"1.54";"28.06";"1.37";"0.09";"0.1";"0.15";"0.19";"15.04";"25.68";"0.87";"376.48";"19.77";"48.26";"58.61";"5.22";"0";"0.35"
"Escarola";"0";"52 (12)
							";"0.2";"1.6";"93.8";"2.6";"1";"-";"0.01";"0.1";"0.05";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"73";"0";"traza";"110";"0.4";"0.09";"0.06";"0";"0.1";"10";"55";"1";"327";"13";"14";"37";"3";"1";"0.2"
"Espárrago, verde";"0";"106 (25)
							";"0.6";"2.9";"92.8";"1.7";"2";"-";"0.1";"0.2";"0.1";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"53";"0";"2";"113";"1.5";"0.11";"0.12";"0";"0.07";"21.6";"27.7";"1.3";"207";"12.5";"3";"59";"8";"1";"0.51"
"Esparragos blancos en conserva";"0";"101 (24)
							";"0.3";"1.9";"93.4";"1";"3.4";"-";"0.01";"0.14";"0.07";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"65";"0";"1.5";"30";"0.9";"0.1";"0.07";"0";"0.03";"15";"19";"0.7";"160";"15";"236";"43";"traza";"1";"0.32"
"Espinaca, en conserva";"0";"61 (15)
							";"0.4";"2.2";"90.6";"6.3";"0.52";"-";"0.02";"0.18";"0.03";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"550";"0";"0.06";"140";"0.3";"0.06";"0.017";"0";"0.07";"14";"85";"traza";"213";"63";"170";"30";"2";"1";"0.5"
"Espinaca, hervida";"0";"92 (22)
							";"0.49";"2.39";"93.14";"1.84";"1.94";"-";"traza";"traza";"traza";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"771";"0";"1.44";"105";"1.07";"0.18";"0.08";"0";"0.17";"23.63";"119.7";"2.1";"458.93";"46.4";"57";"52.25";"8.75";"traza";"0.44"
"Espinaca, picada, congelada, cruda";"0";"93 (22)
							";"0.8";"2.7125";"90.7";"2.9";"1";"-";"0.08";"0.32";"0.24";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"542";"0";"1.715";"143.015";"0.765";"0.175";"0.075";"0";"0.205";"26.28";"147.33";"2.27";"380";"53.585";"56";"43";"1";"0.3";"0.54"
"Fabada";"0";"658 (158)
							";"8.82";"6.06";"63.9";"7.8";"13.42";"-";"3.445";"0.772";"3.095";"-";"-";"-";"-";"-";"20";"-";"-";"-";"-";"24.1";"0";"0.35";"56.58";"9.34";"0.1";"0.12";"10.59";"0.1";"0";"118.3";"7.8";"1170";"174.3";"891";"309.9";"5.6";"16.1";"0.63"
"Faneca, cruda";"0";"316 (76)
							";"1";"15.4";"82.6";"0";"1";"-";"0.18";"0.27";"0.25";"-";"-";"-";"-";"-";"48";"-";"-";"-";"-";"9";"0.19";"1.5";"10.4";"5";"0.08";"0.06";"2.9";"0.05";"0";"30";"0.8";"316";"25";"141";"210";"7";"45";"0.5"
"Flamenquín";"0";"961 (231)
							";"15.13";"19.2";"60.79";"0.31";"4.4";"-";"9.12";"1.94";"2.95";"-";"-";"-";"-";"-";"69.3";"-";"-";"-";"-";"10.08";"0.08";"0.195";"3.34";"2.88";"0.09";"0.32";"1.004";"0.16";"1.7";"14.95";"1.73";"152.23";"14.32";"172.6";"140.18";"4.62";"0.44";"1.43"
"Flan de huevo";"0";"554 (133)
							";"3.4";"4.8";"70";"traza";"20.4";"-";"1.82";"0.53";"2.03";"-";"-";"-";"-";"-";"147";"-";"-";"-";"-";"95";"0.58";"0.23";"9";"0.43";"0.17";"0.05";"0.6";"0.1";"0";"91";"0.7";"122";"13";"63";"107";"33";"4.6";"0.6"
"Flan de huevo, bajo en calorías";"0";"320 (77)
							";"2.4";"5.7";"84";"0";"7.9";"-";"1.52";"0.416";"1.6";"-";"-";"-";"-";"-";"117.6";"-";"-";"-";"-";"24";"0.4";"0.23";"0.3";"1.5";"0.12";"0.05";"0.7";"0.06";"traza";"99";"0.8";"129";"13";"91";"118";"33";"4.6";"0.6"
"Fletan, crudo";"0";"354 (85)
							";"1.3";"17.501";"80.7";"0";"0.5";"-";"0.3";"0.5";"0.2";"-";"-";"-";"-";"-";"56.6";"-";"-";"-";"-";"20";"traza";"1.05";"9.26";"6.28";"0.09";"0.08";"0.95";"0.6";"0";"33.4";"0.55";"309";"28.3";"100";"195";"16.14";"24";"0.48"
"Foie gras";"0";"1849 (444)
							";"44";"10";"42";"0";"3";"-";"25.2";"4.8";"12";"0.035";"0.398";"6.732";"3.44";"10.293";"380";"3.487";"0.224";"0.112";"-";"950";"0.2";"0.35";"556";"3";"0.6";"0.03";"15";"0.3";"2";"10";"6.4";"170";"15";"740";"190";"6.3";"41.6";"1.7"
"Frambuesa, cruda";"0";"159 (38)
							";"0.525";"1.2";"84";"6.7";"7";"-";"traza";"0.34";"traza";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"2";"0";"0.2";"40";"0.8";"0.04";"0.03";"0";"0.06";"25";"22";"0.7";"220";"20";"3";"29";"0";"0.1";"0.3"
"Fresa";"0";"149 (36)
							";"0.5";"0.7";"89.6";"2.2";"7";"-";"0.063";"0.24";"0.032";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"1";"0";"2";"20";"0.6";"0.04";"0.02";"0";"0.06";"60";"25";"0.8";"190";"12";"2";"26";"8";"traza";"0.1"
"Fritos de maíz";"0";"2360 (566)
							";"37.31";"6.6";"0.19";"4.9";"51";"-";"15.93";"4.774";"16.6";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"2.07";"0";"2.55";"9.04";"1.95";"traza";"1.15";"0.18";"0.11";"0";"63.2";"20.3";"314.3";"74.3";"994.2";"243.2";"1";"6.7";"2.3"
"Fructosa";"0";"1700 (408)
							";"0";"0";"traza";"0";"100";"-";"0";"0";"0";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0.5";"0"
"Frutos secos";"0";"2357 (566)
							";"51.45";"1.3";"1.75";"9";"25.35";"-";"31.395";"10.768";"6.899";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"1.5";"0";"10.94";"50";"4.7";"0.2";"0.2";"0";"0.296";"0.4";"70";"3.7";"597";"225";"669";"435";"";"7.5";"3.8"
"Fuet";"0";"1979 (475)
							";"42";"19.5";"32.9";"0";"5.5";"-";"19.9";"6.5";"15.5";"-";"-";"-";"-";"-";"87.5";"-";"-";"-";"-";"traza";"traza";"0";"4";"4.2";"0.2";"0.57";"2.5";"0.32";"traza";"11";"1";"280";"26";"1180";"153";"4.2";"18.9";"2.3"
"Galleta ,tipo ""digestiva"", con chocolate";"0";"2138 (513)
							";"24.1";"6.8";"0";"3.1";"66.5";"-";"8.9";"1.8";"12.2";"-";"-";"-";"-";"-";"51";"-";"-";"-";"-";"traza";"traza";"1.1";"8.6";"2.7";"0.11";"0.08";"traza";"0.08";"0";"84";"2.1";"210";"41";"450";"130";"7.4";"4.3";"1"
"Galleta salada";"0";"1706 (409)
							";"10";"9.4";"8.2";"3.2";"69.2";"-";"4.26";"3.27";"1.92";"1.867";"0.762";"5.975";"1.696";"7.785";"0";"1.878";"0.064";"-";"-";"traza";"0";"0.5";"10";"0.9";"0.1";"0.11";"0";"0.1";"0";"68";"1";"165";"30";"950";"150";"traza";"7.3";"0.6"
"Galleta, barquillo, con jalea de frutas";"0";"1538 (369)
							";"5.6485";"5.2";"11.5";"2";"73";"-";"2.3";"1.3";"1.8";"11.15";"4.305";"2.281";"2.038";"0.88";"20";"0.284";"0.007";"-";"-";"145";"0.61";"0.45";"12";"0.09";"0.09";"0.04";"0";"0.07";"1";"23";"1.3";"97";"17";"188";"84";"6.5";"3.4";"0.23"
"Galleta, cubierta de chocolate";"0";"2264 (543)
							";"27.6";"5.7";"0";"2.9";"67.4";"-";"8";"1.1";"16.7";"0.955";"0.482";"4.747";"3.899";"5.759";"22";"1.536";"0.111";"-";"-";"traza";"0";"1.43";"6";"1.7";"0.13";"0.03";"0";"0.04";"0";"110";"1.7";"230";"42";"160";"130";"20.1";"5.7";"0.8"
"Galleta, genérico";"0";"2014 (483)
							";"21.77";"6.76";"3.29";"3.21";"64.31";"-";"7.95";"2.37";"10.27";"1.982";"1.142";"4.234";"2.016";"4.704";"50.17";"1.428";"0.067";"-";"-";"0.2";"0.34";"1.81";"9.25";"2.23";"0.11";"0.1";"";"0.07";"0.09";"96";"2.05";"169.75";"29.83";"409.9";"124.42";"traza";"5.24";"0.77"
"Galleta, tipo ""Digestiva""";"0";"1952 (468)
							";"20.8159";"6.3";"2.5";"4.6";"63.2039";"-";"9.6";"1.7";"8.6";"-";"-";"-";"-";"-";"41";"-";"-";"-";"-";"0";"0";"3.2";"13";"2.4";"0.11";"0.14";"0.09";"0.09";"0";"92";"3.2";"170";"23";"600";"88";"11.3";"5";"0.5"
"Galletas integrales";"0";"1684 (404)
							";"21.2";"10";"13.4";"12.5";"42.9";"-";"13.62";"3.48";"4.1";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"76.5";"0";"1.53";"19";"2.4";"0.06";"0.26";"0";"0.18";"0";"333";"2.5";"200";"28";"300";"133";"0";"7.3";"1.2"
